,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
5773,5773,Range Technician,455,195030,Biology,Bachelor's Degree,Female,White,disability,N
5774,5774,Wildlife Refuge Management,485,166683,Meteorology,Associates Degree,Male,White,NA,N
5775,5775,Paralegal Specialist,950,221999,Any Major,Associates Degree,Male,White,NA,N
5776,5776,General Biological Science,401,100751,Horticulture,Bachelor's Degree,Female,White,NA,N
5777,5777,Management and Program Analysis,343,139959,Any Major,Some College,Male,Black/African American,NA,N
5778,5778,Management and Program Analysis,343,223232,Any Major,Associates Degree,Male,Black/African American,NA,N
5779,5779,Museum Specialist and Technician,1016,194824,Anthropology,Associates Degree,Male,White,NA,N
5780,5780,Recreation Specialist,188,152080,Park And Recreation Management,PhD,Female,Black/African American,NA,N
5781,5781,Auditing,511,110680,Accounting,Associates Degree,Female,White,NA,Y
5782,5782,Agricultural Marketing,1146,190150,Marketing,Bachelor's Degree,Male,Hispanic/Latino,targeted disability,N
5783,5783,Pharmacology,405,186131,Pharmacy,Some College,Female,White,disability,N
5784,5784,Health System Specialist,671,197708,Hospital Admin.,Bachelor's Degree,Male,White,NA,Y
5785,5785,Contracting,1102,166027,Any Major,Bachelor's Degree,Male,White,disability,N
5786,5786,Art Specialist,1056,186131,"Arts, Fine And Applied",Associates Degree,Female,White,NA,N
5787,5787,Paralegal Specialist,950,130794,Any Major,Bachelor's Degree,Female,Black/African American,NA,N
5788,5788,Business and Industry,NA,139658,Industrial Management,Associates Degree,Female,Asian,disability,N
5789,5789,Dietitian and Nutritionist,630,212054,Food Technology And Safety,Associates Degree,Female,White,NA,N
5790,5790,Tax Law Specialist,987,131496,Law,Associates Degree,Male,White,NA,N
5791,5791,Air Traffic Control,2152,166683,Any Major,Bachelor's Degree,Male,White,disability,N
5792,5792,Paralegal Specialist,950,217156,Any Major,Bachelor's Degree,Female,White,disability,N
5793,5793,Librarian,1410,165334,Library Science,Some College,Male,White,NA,N
5794,5794,Agricultural Marketing,1146,204024,Marketing,Associates Degree,Male,White,NA,N
5795,5795,Budget Analysis,560,110662,Business,Some College,Male,White,NA,N
5796,5796,Pharmacist,660,165015,Pharmacy,PhD,Male,Hispanic/Latino,NA,N
5797,5797,Equal Employment Opportunity,260,178396,Foreign Language,Associates Degree,Male,Asian,NA,N
5798,5798,Fishery Biology,482,170976,Biology,Bachelor's Degree,Male,White,NA,N
5799,5799,Editorial Assistance,1087,122436,English And Literature,Bachelor's Degree,Male,White,NA,N
5800,5800,Environmental Protection Specialist,28,230038,Any Major,Bachelor's Degree,Male,Black/African American,NA,N
5801,5801,Psychology Aide and Technician,181,167358,Counseling,Some College,Female,White,NA,Y
5802,5802,Patent Attorney,1222,217156,Law,Bachelor's Degree,Female,White,NA,N
5803,5803,Legal Instruments Examining,963,110653,Law,Bachelor's Degree,Male,White,NA,N
5804,5804,Workers' Compensation Claims Examining,991,170976,Employee/Labor Relations,Bachelor's Degree,Male,White,NA,N
5805,5805,Manual Arts Therapist,637,230038,Rehabilitation Therapy,Associates Degree,Male,White,NA,N
5806,5806,Purchasing,1105,197708,Purchasing,Associates Degree,Male,White,disability,N
5807,5807,Photography,1060,162928,"Arts, Fine And Applied",Some College,Male,White,targeted disability,N
5808,5808,Government Accountability Office Evaluator,347,131496,Biology,Associates Degree,Male,White,targeted disability,N
5809,5809,Transportation Industry Analysis,2110,152080,Economics,Master's/J.D./LL.B.,Male,White,NA,N
5810,5810,Social Services Aide and Assistant,186,123961,Counseling,Some College,Male,White,NA,N
5811,5811,Computer Science,1550,100751,Mathematics,Associates Degree,Female,White,NA,Y
5812,5812,Internal Revenue Agent,512,190415,Accounting,Associates Degree,Female,White,NA,N
5813,5813,Health System Administration,670,186867,Health,Bachelor's Degree,Female,Asian,NA,N
5814,5814,Metallurgy,1321,162928,Physical Science,Bachelor's Degree,Male,White,targeted disability,N
5815,5815,General Engineering,801,100751,Engineering (Any Specialty),Bachelor's Degree,Female,Black/African American,NA,N
5816,5816,Import Specialist,1889,147767,Business,Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
5817,5817,Geology,1350,130794,Geology,Some College,Male,Black/African American,NA,N
5818,5818,Physical Therapist,633,165015,Rehabilitation Therapy,Associates Degree,Female,White,disability,N
5819,5819,Education Program,1720,196413,Education,PhD,Female,White,NA,N
5820,5820,Criminal Investigating,1811,130794,Criminal Justice/Law Enforcement,Associates Degree,Male,White,NA,N
5821,5821,Logistics Management,346,204796,Any Major,Some College,Female,White,NA,N
5822,5822,Zoology,410,196103,Biology,Associates Degree,Female,White,disability,N
5823,5823,Compliance Inspection and Support,1802,170976,Law Enforcement,Associates Degree,Male,White,NA,N
5824,5824,Patent Examining,1224,197708,Electronics Technology,Bachelor's Degree,Female,Black/African American,disability,N
5825,5825,Intelligence,132,228778,Accounting,Bachelor's Degree,Female,Black/African American,NA,N
5826,5826,Foreign Agricultural Affairs,135,215293,Foreign Language,Some College,Male,White,NA,N
5827,5827,Foreign Agricultural Affairs,135,239105,Foreign Language,Some College,Female,White,disability,N
5828,5828,Plant Physiology,435,186131,Botany,Bachelor's Degree,Male,White,NA,N
5829,5829,Civil Engineering,810,144050,Engineering (Any Specialty),PhD,Male,White,NA,N
5830,5830,Contracting,1102,100751,Any Major,Some College,Female,White,NA,N
5831,5831,Language Specialist,1040,171100,Foreign Language,Associates Degree,Male,White,NA,N
5832,5832,Transportation Industry Analysis,2110,197708,Economics,Master's/J.D./LL.B.,Female,White,NA,N
5833,5833,Apprenticeship and Training,243,197708,Human Resource Mgt.,Associates Degree,Male,White,targeted disability,N
5834,5834,Medical Instrument Technician,649,129020,Medical Support,Some College,Female,White,NA,N
5835,5835,Support Service,NA,230038,Management,Master's/J.D./LL.B.,Female,Black/African American,NA,N
5836,5836,Miscellaneous Administration and Program,301,122436,Public Admin.,Associates Degree,Male,Black/African American,NA,N
5837,5837,Astronomy and Space Science,1330,131496,Astronomy,Bachelor's Degree,Male,White,disability,N
5838,5838,Landscape Architecture,807,214777,Architecture,Associates Degree,Male,White,NA,N
5839,5839,Compliance Inspection and Support,1802,217882,Law Enforcement,Associates Degree,Male,Black/African American,NA,N
5840,5840,Foreign Agricultural Affairs,135,178396,Foreign Language,Some College,Male,Black/African American,NA,N
5841,5841,Pharmacist,660,165334,Pharmacy,Bachelor's Degree,Male,White,NA,N
5842,5842,Transportation Industry Analysis,2110,204796,Economics,Bachelor's Degree,Male,White,NA,N
5843,5843,Air Traffic Control,2152,166027,Any Major,Bachelor's Degree,Male,Black/African American,NA,N
5844,5844,Internal Revenue Officer,1169,162928,Any Major,Some College,Female,Asian,NA,N
5845,5845,Environmental Protection Specialist,28,243744,Any Major,Associates Degree,Male,White,NA,N
5846,5846,Outdoor Recreation Planning,23,110653,Park And Recreation Management,Some College,Male,White,disability,N
5847,5847,Education Services,1740,151351,Liberal Arts/Humanities,Associates Degree,Male,White,NA,N
5848,5848,Writing and Editing,1082,186131,Communications,Bachelor's Degree,Male,American Indian/Alaskan Native,NA,N
5849,5849,Business and Industry,NA,196103,Industrial Management,Bachelor's Degree,Male,Black/African American,NA,N
5850,5850,General Health Science,601,170976,Epidemiology,Bachelor's Degree,Male,White,NA,N
5851,5851,Editorial Assistance,1087,166629,English And Literature,PhD,Male,White,disability,N
5852,5852,Public Affairs,1035,230038,Any Major,Bachelor's Degree,Female,White,disability,Y
5853,5853,Public Health Program Specialist,685,215062,Health,Associates Degree,Female,White,NA,N
5854,5854,Economist,110,195030,Economics,Some College,Male,Hispanic/Latino,disability,N
5855,5855,Agricultural Marketing,1146,231174,Marketing,Master's/J.D./LL.B.,Male,Black/African American,NA,N
5856,5856,General Arts and Information,1001,190150,"Arts, Fine And Applied",Bachelor's Degree,Female,White,NA,N
5857,5857,Construction Analyst,828,197708,Architecture,Bachelor's Degree,Female,Black/African American,NA,Y
5858,5858,Food Inspection,1863,215293,Public Health,Some College,Male,Black/African American,NA,N
5859,5859,Social Services Aide and Assistant,186,196413,Counseling,Bachelor's Degree,Male,White,targeted disability,N
5860,5860,Wildlife Refuge Management,485,215293,Meteorology,Bachelor's Degree,Male,Black/African American,NA,Y
5861,5861,Financial Institution Examining,570,110644,Economics,Bachelor's Degree,Male,White,NA,N
5862,5862,Nuclear Medicine Technician,642,215062,Medical Support,Associates Degree,Male,White,NA,N
5863,5863,Commissary Store Management,1144,170976,Business,Master's/J.D./LL.B.,Female,Black/African American,NA,N
5864,5864,Veterans Claims Examining,996,170976,Liberal Arts/Humanities,Master's/J.D./LL.B.,Male,Asian,NA,N
5865,5865,Civil Engineering,810,144050,Engineering (Any Specialty),Associates Degree,Male,White,disability,N
5866,5866,Loan Specialist,1165,131496,Economics,Associates Degree,Male,White,NA,N
5867,5867,Construction Analyst,828,166683,Architecture,Master's/J.D./LL.B.,Male,White,NA,N
5868,5868,Financial Analysis,1160,110404,Economics,Associates Degree,Male,White,disability,N
5869,5869,Sports Specialist,30,195030,Physical Education,Bachelor's Degree,Male,American Indian/Alaskan Native,targeted disability,N
5870,5870,Soil Science,470,230038,Agriculture,Bachelor's Degree,Male,White,disability,N
5871,5871,Loan Specialist,1165,239105,Economics,Associates Degree,Female,White,disability,N
5872,5872,Securities Compliance Examining,1831,131469,Finance,Bachelor's Degree,Male,White,disability,N
5873,5873,Economist,110,228778,Economics,Some College,Female,White,NA,N
5874,5874,Computer Science,1550,164988,Mathematics,Bachelor's Degree,Male,Asian,NA,N
5875,5875,Photography,1060,166683,"Arts, Fine And Applied",Associates Degree,Female,White,NA,N
5876,5876,Computer Science,1550,186131,Mathematics,Bachelor's Degree,Female,Black/African American,disability,N
5877,5877,Computer Science,1550,131469,Mathematics,Associates Degree,Male,Black/African American,disability,N
5878,5878,Legal Instruments Examining,963,236948,Law,Associates Degree,Male,White,targeted disability,Y
5879,5879,Telecommunications,391,243744,Communications,Bachelor's Degree,Female,Black/African American,NA,N
5880,5880,Tax Examining,592,168148,Finance,Master's/J.D./LL.B.,Male,White,NA,N
5881,5881,Archivist,1420,217156,History,Associates Degree,Female,Hispanic/Latino,NA,N
5882,5882,Mathematics,1520,236948,Mathematics,Some College,Female,White,NA,N
5883,5883,Contracting,1102,152080,Any Major,Associates Degree,Male,White,targeted disability,N
5884,5884,Mathematical Statistician,1529,110680,Mathematics,Associates Degree,Male,Black/African American,disability,N
5885,5885,Computer Science,1550,131469,Mathematics,Associates Degree,Male,Native Hawaiian/Pacific Islander,NA,N
5886,5886,Correctional Institution Administration,6,228778,Corrections,Bachelor's Degree,Male,White,NA,N
5887,5887,Public Health Program Specialist,685,131496,Health,PhD,Female,White,targeted disability,N
5888,5888,Cartographic Technician,1371,110705,Cartography,Associates Degree,Female,White,disability,N
5889,5889,Transportation Operations,2150,190150,Transportation,Associates Degree,Male,American Indian/Alaskan Native,disability,N
5890,5890,Education and Training Technician,1702,243780,Education,Bachelor's Degree,Male,Hispanic/Latino,NA,N
5891,5891,Loan Specialist,1165,131496,Economics,PhD,Male,White,NA,N
5892,5892,Loan Specialist,1165,230038,Economics,Associates Degree,Female,White,NA,N
5893,5893,Statistician,1530,212054,Mathematics,Bachelor's Degree,Male,White,targeted disability,Y
5894,5894,Psychology,180,166027,Counseling,Some College,Female,White,NA,N
5895,5895,Soil Conservation,457,195030,Agriculture,Bachelor's Degree,Male,White,NA,N
5896,5896,Wage and Hour Compliance,249,228875,Employee/Labor Relations,Some College,Female,White,NA,N
5897,5897,Nuclear Engineering,840,236948,Engineering (Any Specialty),Bachelor's Degree,Female,White,NA,N
5898,5898,Social Science,101,243780,Political Science/Govt,PhD,Male,White,disability,N
5899,5899,Dietitian and Nutritionist,630,139658,Food Technology And Safety,Bachelor's Degree,Male,White,disability,N
5900,5900,Computer Science,1550,198419,Mathematics,Bachelor's Degree,Female,White,NA,N
5901,5901,Equal Employment Opportunity,260,166027,Foreign Language,Bachelor's Degree,Female,Hispanic/Latino,NA,N
5902,5902,Physical Therapist,633,131469,Rehabilitation Therapy,Associates Degree,Female,Black/African American,NA,Y
5903,5903,Language Specialist,1040,144050,Foreign Language,Some College,Female,White,NA,N
5904,5904,Administrative Law Judge,935,162928,Law,Master's/J.D./LL.B.,Female,White,NA,N
5905,5905,Rehabilitation Therapy Assistant,636,166683,Rehabilitation Therapy,PhD,Female,White,NA,N
5906,5906,Air Safety Investigating,1815,233921,Aviation,Some College,Male,White,targeted disability,N
5907,5907,Illustrating,1020,239105,"Arts, Fine And Applied",Bachelor's Degree,Female,Hispanic/Latino,disability,N
5908,5908,Architecture,808,110662,Architecture,Associates Degree,Female,White,disability,N
5909,5909,Geophysics,1313,178396,Geophysics,Associates Degree,Male,White,disability,N
5910,5910,Plant Pathology,434,182670,Botany,PhD,Male,White,disability,N
5911,5911,Computer Science,1550,131469,Mathematics,Associates Degree,Male,White,NA,N
5912,5912,Support Service,NA,110635,Management,Bachelor's Degree,Male,White,disability,N
5913,5913,Miscellaneous Administration and Program,301,179867,Public Admin.,PhD,Male,White,NA,N
5914,5914,Trade Specialist,1140,223232,Business,Bachelor's Degree,Male,White,disability,N
5915,5915,Physical Therapist,633,186131,Rehabilitation Therapy,Associates Degree,Female,White,NA,N
5916,5916,Environmental Engineering,819,166027,Chemistry,Associates Degree,Female,White,disability,N
5917,5917,Agricultural Marketing,1146,221999,Marketing,Bachelor's Degree,Male,White,disability,N
5918,5918,Librarian,1410,236948,Library Science,Bachelor's Degree,Male,White,NA,N
5919,5919,Agricultural Marketing,1146,198419,Marketing,Master's/J.D./LL.B.,Male,Black/African American,NA,N
5920,5920,Physical Therapist,633,243744,Rehabilitation Therapy,PhD,Male,Hispanic/Latino,NA,N
5921,5921,Exhibits Specialist,1010,196103,"Arts, Fine And Applied",Associates Degree,Female,Black/African American,NA,N
5922,5922,Museum Curator,1015,190150,Anthropology,Bachelor's Degree,Female,White,NA,N
5923,5923,Zoology,410,166683,Biology,Associates Degree,Female,White,NA,N
5924,5924,Contracting,1102,168421,Any Major,Associates Degree,Female,Black/African American,disability,N
5925,5925,Government Accountability Office Evaluator,347,110644,Biology,Associates Degree,Female,Hispanic/Latino,NA,N
5926,5926,Industrial Hygiene,690,243780,Epidemiology,Master's/J.D./LL.B.,Male,White,NA,N
5927,5927,Medical Records Technician,675,186131,Medical Support,Associates Degree,Female,White,NA,N
5928,5928,Physiology,413,162928,Zoology,Bachelor's Degree,Male,White,NA,N
